District,Category,Business Name,Website,Phone,AI_Verified_Category,Drafted_Email
Garland ISD,Tutor,Sylvan Learning of Rowlett,https://www.sylvanlearning.com/locations/us/tx/rowlett-tutoring/rowlett?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=8337,(469) 863-8697,Tutor,"I noticed Sylvan Learning of Rowlett provides tutoring services, and I wanted to reach out about advertising on texasspecialed.com. Our 'Dyslexia Services' page is a great place to connect with parents in Garland ISD who are just beginning to explore support options for their children. For just $39/month, you can secure a Tier 1 ad placement on this page. Considering that just one new student covers the ad cost for over 6 months, this is a very worthwhile investment. Let me know if you're interested in learning more!"
El Paso ISD,Attorney,"Blanco Ordoñez Mata & Wechsler, P.C.",https://www.bomwlaw.com/,(915) 845-5800,Attorney,"I'm with TexasSpecialEd.com, and we help parents of special needs kids find legal support. I noticed your firm, Blanco Ordoñez Mata & Wechsler, P.C., serves the El Paso area. Would you be interested in a Tier 2 ad placement for $249/month on our Grievance & Discipline page? Parents on this page are often in crisis, facing suspension or expulsion, and actively seeking legal representation. Just one retained client typically covers the ad cost for an entire year."
El Paso ISD,Attorney,Law Rhinos,http://lawrhinos.net/,(915) 800-0691,Irrelevant,
El Paso ISD,Attorney,"Spencer Trial Attorneys, P.C.",https://www.spencertrialattorneys.com/,(915) 532-5562,Irrelevant,
El Paso ISD,Attorney,Anderson Bright & Associates PC,http://www.andersoncroutattorneys.com/,(915) 595-1380,Scrape Failed,
El Paso ISD,Attorney,"Mounce, Green, Myers, Safi, Paxson & Galatzan",http://www.mgmsg.com/,(915) 532-2000,Attorney,"I noticed Mounce, Green, Myers, Safi, Paxson & Galatzan is located in El Paso ISD. Have you considered advertising on texasspecialed.com? We have parents in crisis on our 'Grievance & Discipline' and 'ARD' pages actively seeking legal representation. A Tier 2 ad placement on those pages is only $249/month. One retained client typically covers the cost of advertising for an entire year."
El Paso ISD,Attorney,Lopez Molinar & Hirsh PLLC,http://www.lopezsaroldi.com/,(915) 838-3900,Attorney,"I noticed Lopez Molinar & Hirsh PLLC serves families in El Paso ISD. We help special education attorneys get in front of parents in crisis. For just $249/month, you can secure a Tier 2 ad placement on our 'Grievance & Discipline' or 'ARD' pages. Parents on these pages are often facing suspension or serious ARD disagreements and urgently need legal representation. Just one retained client covers your ad costs for an entire year."
El Paso ISD,Attorney,"Law Offices of Ruben Ortiz, PLLC",https://www.rubenortizlaw.com/,(915) 545-1616,Irrelevant,
El Paso ISD,Advocate,EPISD SPECIAL EDUCATION HEALTH SERVICES CENTER,https://www.episd.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=101&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=30144&PageID=1,(915) 230-2500,Irrelevant,
El Paso ISD,Advocate,Children’s Disabilities Information Coalition,http://cdicelpaso.org/,(915) 217-2747,Advocate,"I noticed Children’s Disabilities Information Coalition provides resources and support to parents of children with disabilities in the El Paso ISD area. Many of these parents are likely terrified of upcoming ARD meetings and need an advocate to sit next to them. For just $59/month (less than $2 a day), you can secure a Tier 1 placement on our 'ARD Meeting Guide' page. This ensures parents find you when they need you most. Let's discuss how we can help you reach more families."
El Paso ISD,Advocate,Advocacy Center For Children,http://www.advocacycenterep.org/,(915) 545-5400,Irrelevant,
El Paso ISD,Tutor,Sylvan Learning of El Paso Eastside,https://sylvanlearning.com/locations/us/tx/el-paso-tutoring/el-paso-eastside?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=348,(915) 503-2647,Tutor,"I noticed Sylvan Learning of El Paso Eastside offers tutoring services in El Paso ISD. Have you considered advertising on TexasSpecialEd.com? For just $39/month, you can secure a Tier 1 placement on our 'Dyslexia Services' page. Parents reading this page are in the early ""something is wrong"" phase and actively researching support options. Just one new student covers the ad cost for over 6 months. Let me know if you're interested!"
El Paso ISD,Tutor,Sylvan Learning of El Paso Westside,https://sylvanlearning.com/locations/us/tx/el-paso-tutoring/el-paso-westside?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=344,(915) 505-7706,Scrape Failed,
El Paso ISD,Tutor,Okó Learning Center LLC,http://www.okolearningcenter.com/,(915) 224-0358,Tutor,"I noticed Okó Learning Center's El Paso location and your focus on individualized instruction. Have you considered advertising on TexasSpecialEd.com? For just $39/month, a Tier 1 ad on our 'Dyslexia Services' page could connect you with parents actively seeking support in the early stages of identifying their child's needs. Considering one new student covers the ad cost for six months, it's a worthwhile investment. Would you be interested in learning more about this opportunity?"
El Paso ISD,Tutor,Dynamis Learning Center,https://dynamislearningcenter.org/,(915) 255-3032,Irrelevant,
El Paso ISD,Tutor,Ysleta Community Learning Center,https://www.yisd.net/o/communityadultlc,(915) 434-9400,Irrelevant,
El Paso ISD,Tutor,Bridges Academy,http://www.bridgesacademy.org/,(915) 532-6647,Tutor,"I'm reaching out from TexasSpecialEd.com. We help parents of special needs children find the services they need. I noticed Bridges Academy specializes in serving students with dyslexia, ADHD, and autism. Would you be interested in a Tier 1 or 2 placement on our 'Dyslexia Services' page for $39-$89/month? Parents reading this page are often in the early ""something is wrong"" phase and researching support. Just one new student covers the cost for 6 months."
El Paso ISD,Tutor,San Jacinto Adult Learning Center,https://www.episd.org/sanjacinto,(915) 230-3200,Irrelevant,
Lewisville ISD,Attorney,The Law Offices of Eric G. Ransleben,http://theeducationlawyer.com/,(817) 491-8687,Attorney,"I'm reaching out from Texas Special Ed regarding advertising opportunities on texasspecialed.com. I noticed The Law Offices of Eric G. Ransleben serves families in the Lewisville ISD area. Would you be interested in a Tier 2 ad placement for $249/month on our 'Grievance & Discipline' or 'ARD' pages? Parents on these pages are often in crisis, such as facing suspension, and actively seek legal representation. Just one retained client covers your ad costs for an entire year."
Lewisville ISD,Attorney,"Chermol & Fishman, LLC - Texas Office",https://myphiladelphiadisabilitylawyer.com/texas/,(888) 774-7243,Irrelevant,
Lewisville ISD,Attorney,"The Jimenez Law Firm, P.C.",https://www.thejimenezlawfirm.com/locations/jimenez-law-firm-lewisville-tx/,(214) 513-0125,Irrelevant,
Lewisville ISD,Attorney,David S. Kohm & Associates,https://www.attorneykohm.com/personal-injury-attorney-lewisville/,(972) 354-4605,Irrelevant,
Lewisville ISD,Attorney,Gehi & Associates - Free Consultation,https://gehilaw.com/gehilawtexas/,(469) 694-1804,Scrape Failed,
Lewisville ISD,Tutor,Texas Center for Educational Testing-TxCet LLC,http://www.txcet.com/,(940) 209-0010,Tutor,"I'm reaching out from TexasSpecialEd.com to see if you'd be interested in advertising your services on our 'Dyslexia Services' page. For just $39/month, a Tier 1 ad placement can help you connect with parents actively researching support because they suspect ""something is wrong"". Considering that one new student typically covers the ad cost for six months, this could be a great investment. Would you be open to learning more about how we can help you reach more families in need?"
Lewisville ISD,Tutor,Reading Ranch Lewisville,https://www.readingranch.com/,(214) 449-1406,Tutor,"I'm reaching out from TexasSpecialEd.com. We help parents of special needs children find resources in their area. I noticed Reading Ranch Lewisville focuses on reading and writing tutoring. Would you be interested in a Tier 1 ad placement on our 'Dyslexia Services' page for $39/month? Parents reading this page are often in the early stages of recognizing their child needs support, and one new student covers your ad cost for 6 months."
Lewisville ISD,Tutor,Lewisville ISD Learning Center,http://lisd.net/llc,(469) 713-5185,Irrelevant,
Lewisville ISD,Tutor,Reading Ranch Frisco - Reading Tutoring,http://www.readingranch.com/,(214) 449-1406,Tutor,"Is your team at Reading Ranch Frisco looking for new ways to reach parents of struggling readers? For just $39/month, you can secure a Tier 1 ad placement on the 'Dyslexia Services' page of TexasSpecialEd.com. Parents reading this page are often in the early stages of recognizing their child's reading challenges and seeking support. Considering that just one new student covers your ad cost for over 6 months, this is a worthwhile investment. Let me know if you're interested, and I can send over a contract."
Plano ISD,Attorney,Weeks Law Firm,https://weekslawfirm.com/?utm_source=Google&utm_medium=Local&utm_campaign=GMB,(214) 269-4290,Scrape Failed,
Plano ISD,Attorney,Lizardo Law Firm,https://lizardolaw.com/,(469) 447-9955,Irrelevant,
Plano ISD,Attorney,Brad Thomas Disability PLLC,https://bradthomasdisability.com/,(972) 863-2367,Irrelevant,
Plano ISD,Attorney,DLL-Law Group,https://www.dll-law.com/,(214) 393-1212,Irrelevant,
Plano ISD,Attorney,Wilder Law Firm,https://wilderfirm.com/,(214) 949-4687,Irrelevant,
Plano ISD,Attorney,Dunham & Jones,https://www.dunhamlaw.com/tx/plano-criminal-attorneys/,(214) 888-8888,Irrelevant,
Plano ISD,Tutor,The Tutoring Center,http://plano.tutoringcenter.com/,(469) 277-8177,Tutor,"Is your team looking for new students? I'm with TexasSpecialEd.com, a resource website for special needs parents in the Plano ISD area. I noticed The Tutoring Center is located in Plano. Many parents on our 'Dyslexia Services' page are in the early stages of research, trying to understand if their child needs extra support. For just $39/month, you can secure a Tier 1 ad placement on this page. One new student covers the cost for 6 months. Let me know if you're interested, and I can send over a contract."
Plano ISD,Tutor,Reading Ranch Plano - Reading Tutoring,http://readingranch.com/,(214) 449-1406,Tutor,"Is your team looking for new ways to reach parents of struggling readers? For just $89/month, you can secure a Tier 2 ad placement on the 'Dyslexia Services' page of texasspecialed.com. Parents reading this page are often in the early stages of recognizing their child's difficulties and are actively seeking support. One new student from our site covers your ad costs for six months. Let me know if you're interested."
Plano ISD,Tutor,Eye Level Learning Center Plano Central,https://www.myeyelevel.com/US/center/planocentral,(972) 398-6284,Tutor,"I'm with TexasSpecialEd.com, and we help parents of special needs students find resources in their area. I noticed Eye Level Learning Center offers math and reading tutoring in Plano. Have you considered advertising on our 'Dyslexia Services' page? For just $39/month, a Tier 1 ad placement can connect you with parents in the early stages of seeking support. One new student covers the cost for 6 months."
Pasadena ISD,Attorney,Ghuneim Law Firm,https://www.ghuneimlaw.com/,(281) 487-8929,Irrelevant,
Pasadena ISD,Attorney,Law Office Of Daniel Corno,http://www.cornofamilylaw.com/contact.html,(832) 767-2922,Attorney,"Good morning, Law Office Of Daniel Corno. My name is Matt, and I'm with TexasSpecialEd.com. I noticed you're in the Pasadena ISD area. We're offering Tier 2 ad placements for $249/month on our 'Grievance & Discipline' and 'ARD' pages. Parents on these pages are often in crisis, facing suspension or other disciplinary actions, and actively seek legal representation. Just one retained client covers your ad costs for an entire year."
Pasadena ISD,Attorney,"Glover, Shari L - (Giddens & Burns Building)",https://www.familylawofpasadena.com/,(713) 947-0001,Scrape Failed,
Pasadena ISD,Attorney,Shane Pellerin Law Firm,https://pellerinlawfirm.com/,(281) 479-7499,Irrelevant,
Pasadena ISD,Attorney,Law Office of Hollie Hale,http://halelawoffices.com/,(281) 991-4253,Irrelevant,
Pasadena ISD,Attorney,"Schechter, Shaffer & Harris, LLP",https://www.smslegal.com/pasadena-injury/?utm_source=GBP&utm_medium=GBP&utm_campaign=GBP_Pasadena&utm_id=GBP_Pasadena,(832) 345-1327,Irrelevant,
Pasadena ISD,Tutor,Bay Area Learning Center,http://www.bayarealearningcenter.com/about_us.html,(281) 218-7650,Tutor,"I'm with TexasSpecialEd.com, a website helping parents of special needs kids. I noticed Bay Area Learning Center offers tutoring services in the Pasadena ISD area. Would you be interested in a Tier 1 ad placement on our 'Dyslexia Services' page for $39/month? Parents reading this content are in the early stages of seeking support, and one new student covers the cost for six months. Let me know if you'd like to learn more."
Pasadena ISD,Tutor,Irlen Clinic Krist Samaritan Center,http://www.yaxley-irlen.com/,(832) 720-3071,Tutor,"I'm with TexasSpecialEd.com, a site connecting Texas parents to special education resources. I noticed Irlen Clinic Krist Samaritan Center helps students with visual-perceptual disorders, and I think you'd be a great fit for our 'Dyslexia Services' page. For just $39/month, you can get a Tier 1 ad placement on this page. Parents reading this page are often in the early stages of seeking support, and one new student covers your ad cost for 6 months."
Pasadena ISD,Tutor,"The Tutoring Center, Friendswood TX",https://www.tutoringcenter.com/center/friendswoodtx,(832) 786-8556,Tutor,"I'm reaching out from TexasSpecialEd.com. We help parents of special needs children find resources in their area. I noticed The Tutoring Center in Friendswood offers reading and writing support, and I think you'd be a great fit for our 'Dyslexia Services' page. For just $39/month, you can secure a Tier 1 placement. Considering one new student covers the cost for 6 months, it's a worthwhile investment to connect with parents in the early stages of seeking support."
